,f1_score,quality_score,expert,Method,tile,jaccard_thre,TP,FP,FN
38,0.09415584415584416,1.138137617365024,expert1,Cellpose 0.0.3.1,tile2,0.73,261,2224,2798
39,0.001990049751243781,0.8366869965031819,expert1,CellProfiler,tile2,0.73,5,1961,3054
40,0.0023550191345304682,0.17854701206200294,expert1,CellX,tile2,0.73,4,334,3055
41,0.005372011818426001,0.3956893658413503,expert1,AICS(classic),tile2,0.73,10,654,3049
42,0.0,0.6069470210966394,expert1,Cellsegm,tile2,0.73,0,11,3059
43,0.0,0.6723327786585072,expert1,Voronoi,tile2,0.73,0,668,3059
44,0.046427856714028416,0.8954701774204219,expert1,Expert2,tile2,0.73,116,1822,2943
45,0.007780320366132723,1.3331190988651311,expert2,DeepCell 0.12.3 mem,tile2,0.73,17,2415,1921
46,0.0072480181200453,1.3709160858915808,expert2,DeepCell 0.12.3 cyto,tile2,0.73,16,2461,1922
47,0.015748031496062992,1.2558560717874183,expert2,DeepCell 0.9.0 mem,tile2,0.73,35,2472,1903
48,0.041223404255319146,1.2711864491608593,expert2,DeepCell 0.9.0 cyto,tile2,0.73,93,2481,1845
49,0.0019365770999757927,1.2917111006643762,expert2,DeepCell 0.6.0 mem,tile2,0.73,4,2189,1934
50,0.002450379808870375,1.3065462669912957,expert2,DeepCell 0.6.0 cyto,tile2,0.73,5,2138,1933
51,0.06846925425207152,1.2137291415782419,expert2,Cellpose 2.1.0,tile2,0.73,157,2491,1781
52,0.08315098468271334,1.1912177173356582,expert2,Cellpose 0.6.1,tile2,0.73,190,2442,1748
53,0.08953199186072801,1.138137617365024,expert2,Cellpose 0.0.3.1,tile2,0.73,198,2287,1740
54,0.0010245901639344263,0.8366869965031819,expert2,CellProfiler,tile2,0.73,2,1964,1936
55,0.0026362038664323375,0.17854701206200294,expert2,CellX,tile2,0.73,3,335,1935
56,0.009992313604919293,0.3956893658413503,expert2,AICS(classic),tile2,0.73,13,651,1925
57,0.0,0.6069470210966394,expert2,Cellsegm,tile2,0.73,0,11,1938
58,0.0,0.6723327786585072,expert2,Voronoi,tile2,0.73,0,668,1938
59,0.046427856714028416,1.33199888670863,expert2,Expert1,tile2,0.73,116,2943,1822
